漢字,臺羅,頻次nc,,,
電鍋,tian7-ko1,9,,電鍋,
豬跤,ti1-kha1,9,,豬腳,
町子,ting1-tsu2,9,,,
甜甜,tinn1-tinn1,9,,甜甜,
中秋,tiong1-tshiu1,9,,中秋,
十萬,tsap8-ban7,9,,十萬,
田嬰,tshan5-enn1,9,, 蜻蜓,
晟養,tshiann5-iong2,9,, 撫養,
喙䫌,tshui3-phue2,9,,腮,
喙鬚,tshui3-tshiu1,9,,鬍鬚,
春風,tshun1-hong1,9,,春風,
厝頂,tshu3-ting2,9,, 屋頂,
前途,tsian5-too5,9,,前途,
這聲,tsit4-siann1,9,,,
總是,tsong2-si7,9,,總是,
怨恨,uan3-hun7,9,,怨恨,
啊無,ah4-bo5,8,,要不然,
愛人,ai3-jin5,8,,愛人,
按察,an3-tshat4,8,,,
袂得,be7-tit4,8,,,
明朝,bing5-tiau5,8,,明朝,
面子,bin7-tsu2,8,,面子,
無膽,bo5-tann2,8,,沒膽,
武功,bu2-kong1,8,,武功,
下頦,e7-hai5,8,,下巴,
攑頭,giah8-thau5,8,, 抬頭,
外家,gua7-ke1,8,,娘家,
原諒,guan5-liong7,8,,原諒,
月餅,gueh8-piann2,8,,月餅,
下課,ha7-kho3,8,,下課,
杭州,hang5-tsiu1,8,,杭州,
戲弄,hi3-lang7,8,,戲弄,
欣羨,him1-sian7,8,,羡慕,
胸坎,hing1-kham2,8,,胸膛,
皇上,hong5-siong7,8,,皇上,
好運,ho2-un7,8,,好運,
番麥,huan1-beh8,8,, 玉米,
岸邊,huann7-pinn1,8,,,
火雞,hue2-ke1,8,,火雞,
椅仔,i2-a2,8,, 椅子,
野狼,ia2-long5,8,,野狼,
緣份,ian5-hun7,8,,緣份,
妖怪,iau1-kuai3,8,,妖怪,
攪擾,kiau2-jiau2,8,, 打擾,
記號,ki3-ho7,8,,記號,
今仔,kin1-a2,8,,,
肩頭,king1-thau5,8,,肩膀,
講古,kong2-koo2,8,,說故事,
歌詩,kua1-si1,8,,詩歌,
舊曆,ku7-lik8,8,,農曆,
老板,lau7-pan2,8,,老板,
??,mooh4,8,,抱,
王府,ong5-hu2,8,,王府,
百姓,peh4-senn3,8,,百姓,
八十,peh4-tsap8,8,,八十,
拍球,phah4-kiu5,8,,打球,
冰角,ping1-kak4,8,,冰塊,
卜卦,pok4-kua3,8,,卜卦,
半路,puann3-loo7,8,,半路,
畚斗,pun3-tau2,8,,畚箕,
生死,senn1-si2,8,,生死,
??,sian7,8,,,
善良,sian7-liong5,8,,善良,
逍遙,siau1-iau5,8,,逍遙,
小子,siau2-tsu2,8,,小子,
死犯,si2-huan7,8,,死刑犯,
死去,si2-khi3,8,,,
序大,si7-tua7,8,,長輩,
鎖匙,so2-si5,8,,鑰匙,
礁溪,ta1-khe1,8,,礁溪,
提督,the5-tok4,8,,提督,
天常,thian1-siong5,8,,,
島嶼,to2-su7,8,,島嶼,
祭典,tse3-tian2,8,,祭典,
菜市,tshai3-tshi7,8,,菜市,
參詳,tsham1-siong5,8,,商量,
青燈,tshenn1-ting1,8,,綠燈,
粟仔,tshik4-a2,8,,,
清涼,tshing1-liang5,8,,清涼,
清芳,tshing1-phang1,8,,清香,
樹頂,tshiu7-ting2,8,,,
娶某,tshua7-boo2,8,, 娶妻,
指教,tsi2-kau3,8,,指教,
志氣,tsi3-khi3,8,,志氣,
這號,tsit4-lo7,8,,這個,
全全,tsuan5-tsuan5,8,,,
水底,tsui2-te2,8,,水底,
準時,tsun2-si5,8,,準時,
住手,tsu7-tshiu2,8,,住手,
圍爐,ui5-loo5,8,,圍爐,
鴨卵,ah4-nng7,7,, 鴨蛋,
愛著,ai3-tioh8,7,,,
掩崁,am1-kham3,7,, 掩蓋,
紅燈,ang5-ting1,7,,紅燈,
後改,au7-kai2,7,,下次,
後代,au7-tai7,7,,後代,
目眉,bak8-bai5,7,,眉毛,
夢著,bang7-tioh8,7,,夢到,
萬靈,ban7-ling5,7,,,
饅頭,ban2-tho5,7,,饅頭,
馬車,be2-tshia1,7,,馬車,
民俗,bin5-siok8,7,,民俗,
面桶,bin7-thang2,7,,臉盆,
茫茫,bong5-bong5,7,,茫茫,
武林,bu2-lim5,7,,武林,
癮頭,gian3-thau5,7,,呆瓜,
戇人,gong7-lang5,7,,傻瓜,
牛車,gu5-tshia1,7,,牛車,
海角,hai2-kak4,7,,海角,
害蟲,hai7-thang5,7,,害蟲,
漁民,hi5-bin5,7,,漁民,
漁港,hi5-kang2,7,,漁港,
鄉親,hiong1-tshin1,7,,鄉親,
香火,hiunn1-hue2,7,,香火,
好額,ho2-giah8,7,,富有,
福氣,hok4-khi3,7,,福氣,
豐滿,hong1-buan2,7,,豐滿,
否則,honn2-tsik4,7,,否則,
胡蠅,hoo5-sin5,7,,蒼蠅,
何必,ho5-pit4,7,,何必,
繁華,huan5-hua5,7,,繁華,
花枝,hue1-ki1,7,,花枝,
火災,hue2-tsai1,7,,火災,
粉圓,hun2-inn5,7,,粉圓,
分離,hun1-li7,7,,分離,
異鄉,i7-hiong1,7,,異鄉,
憂愁,iu1-tshiu5,7,,憂愁,
家鄉,ka1-hiong1,7,,家鄉,
叩見,khau3-kian3,7,,叩見,
氣功,khi3-kong1,7,,氣功,
勤儉,khin5-khiam7,7,,勤儉,
乞食,khit4-tsiah8,7,,乞丐,
苦瓜,khoo2-kue1,7,,苦瓜,
看看,khuann3-khuann3,7,,,
開門,khui1-mng5,7,,開門,
行踏,kiann5-tah8,7,,,
今日,kim1-jit8,7,,今天,
今生,kim1-sing1,7,,今生,
奇蹟,ki5-tsik4,7,,奇蹟,
光線,kng1-suann3,7,,光線,
國文,kok4-bun5,7,,國文,
國師,kok4-su1,7,,國師,
芥菜,kua3-tshai3,7,,芥菜,
過份,kue3-hun7,7,,過份,
規矩,kui1-ki2,7,,規矩,
滾水,kun2-tsui2,7,,開水,
來轉,lai5-tng2,7,,回家,
蘭陽,lan5-iang5,7,,蘭陽,
老大,lau2-tua7,7,,老大,
輾轉,lian3-tng2,7,,,
農村,long5-tshun1,7,,農村,
輪流,lun5-liu5,7,,輪流,
滿腹,mua2-pak4,7,,滿腹,
兩千,nng7-tshing1,7,,兩千,
北國,pak4-kok4,7,,北國,
北爿,pak4-ping5,7,,北邊,
白白,peh8-peh8,7,,,
白菜,peh8-tshai3,7,,白菜,
拍死,phah4-si2,7,, 打死,
芳芳,phang1-phang1,7,, 香香,
撇步,phiat4-poo7,7,, 好招,
破病,phua3-penn7,7,, 生病,
平原,ping5-guan5,7,, 平原,
寶劍,po2-kiam3,7,,寶劍,
報答,po3-tap4,7,,報答,
不准,put4-tsun2,7,,不准,
散赤,san3-tshiah4,7,, 貧窮,
散食,san3-tsiah8,7,,貧窮,
雙爿,siang1-ping5,7,, 兩邊,
啥款,siann2-khuan2,7,,怎麼樣,
少亮,siau3-liang7,7,,,
神秘,sin5-pi3,7,,神秘,
相拍,sio1-phah4,7,,打架,
死死,si2-si2,7,,,
相思,siunn1-si1,7,,相思,
山海,suann1-hai2,7,,山海,
書院,su1-inn7,7,,書院,
代代,tai7-tai7,7,,代代,
頕頭,tam3-thau5,7,, 點頭,
東京,tang1-kiann1,7,,東京,
等候,tan2-hau7,7,,等候,
第二,te7-li7,7,,第二,
他鄉,thann1-hiong1,7,,,
體貼,the2-thiap4,7,,體貼,
疼痛,thiann3-thang3,7,,,
沉重,tim5-tang7,7,,,
著急,tioh8-kip4,7,,,
著愛,toh8-ai3,7,,,
洞空,tong7-khang1,7,,洞穴,
同情,tong5-tsing5,7,,同情,
昨暝,tsa1-me5,7,,昨晚,
菜脯,tshai3-poo2,7,,菜脯,
炒飯,tsha2-png7,7,,炒飯,
初一,tshe1-it4,7,,初一,
車禍,tshia1-ho7,7,,車禍,
車路,tshia1-loo7,7,,車路,
千里,tshian1-li2,7,,千里,
春蘭,tshun1-lan5,7,,,
出聲,tshut4-siann1,7,,,
正港,tsiann3-kang2,7,,,
前程,tsian5-ting5,7,,前程,
狀元,tsiong7-guan5,7,,狀元,
庄內,tsng1-lai7,7,,村內,
哎唷,ai1-ioh4,6,,哎唷,
暗淡,am3-tam7,6,,暗淡,
盒仔,ap8-a2,6,,盒子,
木工,bak8-kang1,6,,木工,
免驚,bian2-kiann1,6,, 不用怕,
冥想,bing5-siong2,6,,冥想,
無效,bo5-hau7,6,,無效,
戇戇,gong7-gong7,6,,呆呆,
外公,gua7-kong1,6,,外公,
月台,guat8-tai5,6,,月台,
唉唷,haih4-ioh4,6,,唉唷,
海底,hai2-te2,6,,海底,
海菜,hai2-tshai3,6,,海菜,
現在,hian7-tsai7,6,,現在,
稀罕,hi1-han2,6,,稀罕,
好禮,ho2-le2,6,,好禮,
好話,ho2-ue7,6,,好話,
沿海,ian5-hai2,6,,沿海,
圓仔,inn5-a2,6,,圓仔,
圓圓,inn5-inn5,6,,圓圓,
甘甜,kam1-tinn1,6,,甘甜,
港口,kang2-khau2,6,,港口,
奸臣,kan1-sin5,6,,奸臣,
厚話,kau7-ue7,6,,多話,
徛家,khia7-ke1,6,,住家,
欺負,khi1-hu7,6,,欺負,
急救,kip4-kiu3,6,,急救,
功勞,kong1-lo5,6,,功勞,
古厝,koo2-tshu3,6,,古厝,
掛礙,kua3-gai7,6,,罣礙,
怪怪,kuai3-kuai3,6,,怪怪,
句型,ku3-hing5,6,,句型,
六月,lak8-gueh8,6,,六月,
犁犁,le5-le5,6,,,
掠著,liah8-tioh8,6,,抓到,
年年,ni5-ni5,6,,年年,
往事,ong2-su7,6,,往事,
烏陰,oo1-im1,6,,陰,
拜三,pai3-sann1,6,,拜三,
放伴,pang3-phuann7,6,,,
八田,pat4-tian5,6, D,,
擘金,peh4-kim1,6,,,
歹看,phainn2-khuann3,6,,難看,
皮鞋,phue5-e5,6,,皮鞋,
便若,pian7-na7,6,,,
平溪,ping5-khe1,6,,平溪,
寶物,po2-but8,6,,,
婆婆,po5-po5,6,,婆婆,
不孝,put4-hau3,6,,不孝,
司公,sai1-kong1,6,,,
山莊,san1-tsong1,6,,,
殺手,sat4-tshiu2,6,,殺手,
洗衫,se2-sann1,6,, 洗衣,
心事,sim1-su7,6,,心事,
新港,sin1-kang2,6,,新港,
小民,sio2-bin5,6,,,
傷悲,siong1-pi1,6,,悲傷,
傷著,siong1-tioh8,6,,傷到,
燒燒,sio1-sio1,6,,熱熱,
小小,sio2-sio2,6,,小小,
燒水,sio1-tsui2,6,,熱水,
山路,suann1-loo7,6,,山路,
山頭,suann1-thau5,6,,山頭,
宣召,suan1-tiau3,6,,,
大溪,tai7-khe1,6,,大溪,
代替,tai7-the3,6,,代替,
打扮,tann2-pan7,6,,打扮,
偷偷,thau1-thau1,6,,偷偷,
天忌,thian1-ki7,6,,,
天公,thinn1-kong1,6,,天公,
拖磨,thua1-bua5,6,,拖磨,
叮咚,ting1-tong1,6,,叮咚,
徒弟,too5-te7,6,,徒弟,
十分,tsap8-hun1,6,,十分,
濟濟,tse7-tse7,6,,,
姊姊,tse10tseh4,6,,姊姊,
田螺,tshan5-le5,6,,田螺,
操勞,tshau1-lo5,6,,操勞,
刺客,tshi3-khik4,6,,刺客,
清清,tshing1-tshing1,6,,清清,
喙脣,tshui3-tun5,6,,嘴脣,
前落,tsing5-loh8,6,,,
水庫,tsui2-khoo3,6,,水庫,
水路,tsui2-loo7,6,,水路,
煮飯,tsu2-png7,6,,煮飯,
煮食,tsu2-tsiah8,6,,煮食,
大條,tua7-tiau5,6,,大條,
大圳,tua7-tsun3,6,,大圳,
冤枉,uan1-ong2,6,,冤枉,
汙染,u1-jiam2,6,,汙染,
啊,ah4,2358,,,
啦,lah4,1836,,,
矣,ah4,1455,,,
喔,ooh4,1001,,,
呢,neh4,695,,,
咧,leh4,647,,,
乎,honnh4,463,,,
喂,ueh4,235,,,
唅,hannh4,234,,,
囉,looh4,212,,,
嗯,mh4,140,,,
那,na2,119,,,
嘿,heh4,107,,,
哇,uah4,71,,,
煮,tsu2,60,,,
哼,hngh4,58,,,
吧,pah4,58,,,
牢,tiau5,53,,,
唷,ioh4,42,,,
喂,eh4,40,,,
欉,tsang5,40,,,
嘛,mah4,39,,,
店,tiam3,38,,,
嗎,mah4,33,,,
田,tshan5,23,,,
諾,hioh4,21,,,
呔,thai3,21,,,
嘿,hennh4,20,,,
哎,aih4,19,,,
圍,ui5,19,,,
乃,nai2,16,,,
泔,am2,12,,,
e,e1,11,,,
屎,sai2,11,,,
罔,bong2,10,,,
與,i2,10,,,
離,li5,10,,,
兩,nioo2,10,,,
蚵,o5,10,,,
趖,so5,10,,,
趒,tio5,10,,,
桮,pue1,9,,,
弟,ti1,9,,,
弟,tih4,9,,,
晟,tshiann5,9,,,
麭,phang2,8,,,
衰,sue1,8,,,
臺,tai5,8,,,
澹,tam5,7,,,
咩,meh4,6,,,
冤,uan1,6,,,
